has_mcq,reading_time_avg,grade_level_sum,story_type,freadom_point,reading_count,view_count,like_count,is_published,mcq,landscape,experience_count,view_count-level_1:easy,view_count-level_1:hard,view_count-level_2:easy,view_count-level_2:hard,view_count-level_3:easy,view_count-level_3:hard,view_count-level_4:easy,view_count-level_4:hard,view_count-level_5:easy,view_count-level_5:hard,view_count-level_6:easy,view_count-level_6:hard,view_count-level_7:easy,view_count-level_7:hard,view_count-level_8:hard,view_count-level_9:easy,view_count-level_9:hard,completed_count-level_8:easy,completed_count-level_1:easy,completed_count-level_1:hard,completed_count-level_2:easy,completed_count-level_2:hard,completed_count-level_3:easy,completed_count-level_3:hard,completed_count-level_4:easy,completed_count-level_4:hard,completed_count-level_5:easy,completed_count-level_5:hard,completed_count-level_6:easy,completed_count-level_6:hard,completed_count-level_7:easy,completed_count-level_7:hard,completed_count-level_8:hard,completed_count-level_9:easy,completed_count-level_9:hard,reading_time_avg,grade_level_sum,story_id_code
True,7.5,8.5,read,0,1036,1205,121,True,True,False,48,0,1,0,83,18,210,45,274,64,235,50,125,35,55,0.0,0.0,0.0,0.0,0,1,0,78,11,200,27,253,38,202,33,109,26,46,0.0,0.0,0.0,7.5,8.5,496
False,7.5,8.5,read,0,887,1115,94,True,False,False,46,0,0,0,13,31,121,133,252,105,291,15,141,0,6,0.0,0.0,0.0,0.0,0,0,0,11,12,108,61,217,53,263,13,137,0,6,0.0,0.0,0.0,7.5,8.5,1577
False,7.5,3.5,read,0,1009,1240,91,True,False,False,47,36,32,86,231,92,269,83,231,29,133,3,6,0,1,0.0,0.0,0.0,0.0,20,26,49,203,55,244,44,210,16,122,3,6,0,1,0.0,0.0,0.0,7.5,3.5,780
True,7.5,4.5,read,0,1346,1680,139,True,True,False,81,50,52,131,240,143,353,121,337,30,190,4,10,0,2,0.0,0.0,0.0,0.0,27,39,79,206,87,311,72,305,18,171,3,10,0,2,0.0,0.0,0.0,7.5,4.5,1450
False,7.5,5.5,read,0,729,874,72,True,False,False,28,0,17,34,148,64,182,68,202,36,114,2,3,0,1,0.0,0.0,0.0,0.0,0,17,23,138,28,169,36,182,22,105,1,3,0,1,0.0,0.0,0.0,7.5,5.5,927
True,7.5,5.5,read,0,815,989,102,True,True,False,37,31,33,72,184,95,281,59,226,0,13,0,2,0,1,0.0,0.0,1.0,0.0,19,26,47,168,54,248,33,200,0,10,0,2,0,1,0.0,0.0,1.0,7.5,5.5,1275
False,7.5,11.5,read,0,631,750,63,True,False,False,26,9,16,17,115,19,117,60,158,28,102,9,56,8,30,0.0,0.0,0.0,0.0,4,15,9,111,7,113,28,144,17,94,5,47,6,24,0.0,0.0,0.0,7.5,11.5,1028
False,7.5,11.5,read,0,1544,2419,139,False,False,False,64,1,39,94,255,185,370,538,462,227,229,4,5,0,2,0.0,0.0,0.0,0.0,1,31,43,202,95,310,220,363,103,160,3,4,0,1,0.0,0.0,0.0,7.5,11.5,441
False,7.5,4.5,read,0,807,961,101,True,False,False,36,0,0,0,77,48,213,93,274,54,183,2,7,0,0,0.0,0.0,0.0,0.0,0,0,0,71,22,194,56,247,37,164,1,4,0,0,0.0,0.0,0.0,7.5,4.5,281
False,7.5,9.5,read,0,1219,1504,132,True,False,False,47,0,0,0,88,42,212,137,338,128,314,64,169,3,5,0.0,0.0,0.0,0.0,0,0,0,85,17,202,77,287,70,268,47,147,3,5,0.0,0.0,0.0,7.5,9.5,857
True,7.5,7.5,read,0,2005,2749,202,True,True,False,87,1,0,0,139,106,339,326,564,355,572,128,209,12,8,0.0,0.0,0.0,0.0,1,0,0,109,57,289,174,428,198,463,84,179,9,6,0.0,0.0,0.0,7.5,7.5,1508
False,3.5,6.5,read,0,0,0,0,False,False,False,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.5,6.5,165
False,7.5,11.5,read,0,1089,1454,150,True,False,False,51,1,0,0,90,39,220,100,265,114,273,79,180,39,42,0.0,0.0,0.0,0.0,1,0,0,80,16,194,44,227,55,228,33,148,19,32,0.0,0.0,0.0,7.5,11.5,176
False,7.5,12.5,read,0,959,1271,117,True,False,False,37,0,0,0,0,1,0,1,2,52,194,122,414,178,305,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,20,169,67,344,105,247,0.0,0.0,0.0,7.5,12.5,1100
True,7.5,9.5,read,0,2286,2937,263,True,True,False,96,1,45,121,281,202,414,290,446,259,426,288,202,1,1,0.0,0.0,0.0,0.0,1,41,81,249,134,368,176,376,170,322,202,150,1,1,0.0,0.0,0.0,7.5,9.5,1001
True,7.5,9.5,read,0,1070,1246,134,True,True,False,46,0,1,15,118,48,232,70,271,85,224,75,105,0,2,0.0,0.0,0.0,0.0,0,1,9,111,28,223,46,247,60,196,45,88,0,2,0.0,0.0,0.0,7.5,9.5,1571
True,7.5,11.5,read,0,1349,1658,168,True,True,False,59,0,5,0,35,16,127,70,277,152,400,133,318,65,67,0.0,0.0,0.0,0.0,0,3,0,30,5,119,37,249,89,343,99,280,40,48,0.0,0.0,0.0,7.5,11.5,1785
False,7.5,8.5,read,0,777,950,98,True,False,False,34,0,2,6,32,21,94,59,188,103,281,17,135,1,5,0.0,0.0,0.0,0.0,0,1,4,28,9,90,30,171,45,245,11,132,1,5,0.0,0.0,0.0,7.5,8.5,1666
False,12.5,14.5,read,0,457,554,72,True,False,False,17,0,0,0,0,0,0,0,1,0,1,6,184,53,167,3.0,59.0,1.0,53.0,0,0,0,0,0,0,0,1,0,1,4,165,30,152,3.0,42.0,1.0,12.5,14.5,1216
True,7.5,5.5,read,0,852,1046,87,True,True,False,45,61,53,106,204,60,248,48,238,0,15,0,1,0,1,0.0,0.0,0.0,0.0,30,43,63,180,37,231,36,206,0,14,0,1,0,0,0.0,0.0,0.0,7.5,5.5,1615
False,7.5,12.5,read,0,701,918,87,True,False,False,34,0,0,0,1,0,0,1,1,50,157,75,329,84,213,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,13,131,37,277,49,185,0.0,0.0,0.0,7.5,12.5,507
False,7.5,9.5,read,0,894,1165,111,True,False,False,40,0,1,0,0,0,0,0,2,69,233,101,396,107,255,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,29,170,59,337,62,228,0.0,0.0,0.0,7.5,9.5,1880
False,7.5,11.0,read,0,808,1118,99,True,False,False,26,0,1,0,0,0,0,0,1,95,199,117,381,94,233,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,34,149,59,309,51,202,0.0,0.0,0.0,7.5,11.0,1944
False,7.5,12.5,read,0,126,188,20,True,False,False,8,0,0,0,0,0,0,0,0,4,11,3,29,38,103,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,1,24,12,82,0.0,0.0,0.0,7.5,12.5,1798
False,7.5,12.5,read,0,804,1056,105,True,False,False,28,0,0,0,0,0,0,0,1,85,202,98,362,86,227,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,32,155,56,293,59,201,0.0,0.0,0.0,7.5,12.5,356
False,7.5,9.5,read,0,869,1168,108,True,False,False,38,0,1,0,0,0,1,0,1,104,217,132,373,105,228,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,40,169,72,308,69,203,0.0,0.0,0.0,7.5,9.5,1042
False,7.5,11.5,read,0,1474,1766,173,True,False,False,53,0,1,0,0,0,114,40,272,91,334,105,405,118,279,0.0,0.0,0.0,0.0,0,1,0,0,0,104,23,234,46,286,65,367,88,249,0.0,0.0,0.0,7.5,11.5,306
False,7.5,10.5,listen,0,462,553,84,False,False,False,27,0,0,0,0,0,0,0,1,22,85,36,213,36,148,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,11,73,26,190,24,130,0.0,0.0,0.0,7.5,10.5,602
False,7.5,8.142857142857142,listen,0,511,549,75,False,False,False,23,0,0,0,0,0,43,3,104,9,135,13,136,21,79,0.0,0.0,0.0,0.0,0,0,0,0,0,43,2,99,3,125,11,132,16,73,0.0,0.0,0.0,7.5,8.142857142857142,807
False,7.5,4.5,listen,0,655,834,92,False,False,False,32,0,13,33,149,47,180,29,154,17,118,16,69,1,2,0.0,0.0,0.0,0.0,0,9,14,122,24,150,15,130,6,110,6,64,0,2,0.0,0.0,0.0,7.5,4.5,1904
False,7.5,5.0,listen,0,801,943,109,False,False,False,36,0,13,21,141,48,188,28,177,19,168,10,115,1,4,0.0,0.0,0.0,0.0,0,10,10,127,33,159,14,153,11,152,6,112,1,4,0.0,0.0,0.0,7.5,5.0,1203
False,7.5,6.875,listen,0,592,660,81,False,False,False,25,0,0,0,43,7,102,9,123,10,112,24,124,13,88,0.0,0.0,0.0,0.0,0,0,0,41,5,96,7,115,3,101,16,113,9,81,0.0,0.0,0.0,7.5,6.875,1514
False,7.5,9.0,listen,0,18,26,3,False,False,False,2,0,0,0,0,0,0,0,0,0,2,0,18,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,10,0,2,0.0,0.0,0.0,7.5,9.0,669
False,17.5,7.0,listen,0,862,1143,154,False,False,False,32,0,0,0,0,0,76,92,230,156,327,22,202,4,25,0.0,0.0,0.0,0.0,0,0,0,0,0,70,48,189,73,269,14,168,3,23,0.0,0.0,0.0,17.5,7.0,1762
False,7.5,2.5,listen,0,477,707,82,False,False,False,29,54,29,88,154,69,168,13,110,2,9,2,2,0,1,0.0,0.0,0.0,0.0,12,19,42,115,30,135,8,97,1,9,1,2,0,0,0.0,0.0,0.0,7.5,2.5,249
False,3.5,2.5,listen,0,497,672,85,False,False,False,26,12,20,58,174,47,170,27,116,6,22,0,6,0,1,0.0,0.0,0.0,0.0,4,15,23,133,24,140,16,105,1,20,0,5,0,0,0.0,0.0,0.0,3.5,2.5,1970
False,7.5,7.0,listen,0,919,1247,161,False,False,False,36,0,0,0,0,0,78,33,239,105,339,83,250,51,59,0.0,0.0,0.0,0.0,0,0,0,0,0,65,17,198,42,261,47,216,24,39,0.0,0.0,0.0,7.5,7.0,333
False,7.5,5.5,read,0,2100,2578,223,True,False,False,99,9,42,93,265,162,382,152,438,134,410,85,283,28,70,0.0,0.0,0.0,0.0,3,32,53,217,105,329,98,385,100,359,65,251,19,61,0.0,0.0,0.0,7.5,5.5,205
False,7.5,2.5,listen,0,297,350,44,False,False,False,18,3,12,14,109,14,94,12,80,2,3,0,2,0,0,0.0,0.0,0.0,0.0,0,10,9,96,6,85,8,74,0,3,0,2,0,0,0.0,0.0,0.0,7.5,2.5,1950
False,7.5,7.0,listen,0,425,458,77,False,False,False,23,0,0,0,0,0,47,1,113,8,134,8,111,9,24,0.0,0.0,0.0,0.0,0,0,0,0,0,46,0,106,5,130,6,102,5,19,0.0,0.0,0.0,7.5,7.0,701
True,7.5,8.5,watch,0,2227,3198,238,True,True,False,94,63,56,142,284,219,404,249,498,595,675,8,14,2,3,0.0,0.0,0.0,0.0,26,40,75,224,118,346,140,411,304,507,7,9,0,2,0.0,0.0,0.0,7.5,8.5,841
False,7.5,3.0,listen,0,634,846,110,False,False,False,28,18,22,61,176,56,218,31,178,6,65,1,4,0,0,0.0,0.0,0.0,0.0,5,13,31,147,31,175,14,151,2,52,1,4,0,0,0.0,0.0,0.0,7.5,3.0,1642
False,7.5,4.5,listen,0,1552,2188,244,False,False,False,56,0,30,65,221,134,300,92,350,148,319,157,222,73,70,0.0,0.0,0.0,0.0,0,16,37,170,75,221,51,282,86,264,87,165,36,56,0.0,0.0,0.0,7.5,4.5,571
False,7.5,7.0,listen,0,933,1098,158,False,False,False,32,0,0,5,19,38,96,49,227,36,231,47,226,27,88,0.0,0.0,0.0,0.0,0,0,2,17,26,82,31,196,21,201,34,212,21,78,0.0,0.0,0.0,7.5,7.0,1013
False,7.5,7.0,listen,0,985,1202,152,False,False,False,38,0,0,0,0,29,99,48,253,53,258,65,239,43,100,0.0,0.0,0.0,0.0,0,0,0,0,25,79,25,208,26,223,48,224,27,87,0.0,0.0,0.0,7.5,7.0,1622
False,7.5,4.0,listen,0,614,773,88,False,False,False,34,4,14,43,151,29,166,14,139,15,115,11,61,0,4,0.0,0.0,0.0,0.0,2,11,21,117,10,134,9,126,9,103,6,56,0,3,0.0,0.0,0.0,7.5,4.0,1581
False,7.5,7.0,listen,0,629,752,112,False,False,False,26,0,0,0,0,9,77,9,164,46,198,30,172,7,27,0.0,0.0,0.0,0.0,0,0,0,0,4,68,6,144,27,171,15,157,3,23,0.0,0.0,0.0,7.5,7.0,898
False,7.5,2.5,listen,0,327,374,53,False,False,False,15,4,12,10,104,9,92,8,80,0,9,2,27,2,10,0.0,0.0,0.0,0.0,0,9,6,96,4,85,5,72,0,7,0,26,2,10,0.0,0.0,0.0,7.5,2.5,757
False,3.5,2.5,read,0,480,602,53,True,False,False,19,21,26,66,178,56,133,25,85,1,4,0,0,0,0,0.0,0.0,0.0,0.0,7,20,34,156,31,125,15,80,0,4,0,0,0,0,0.0,0.0,0.0,3.5,2.5,598
False,7.5,5.666666666666667,read,0,1151,1362,121,True,False,False,58,0,1,2,106,64,242,88,269,127,258,48,129,4,6,0.0,0.0,0.0,0.0,0,0,2,100,41,223,50,246,75,232,38,121,4,5,0.0,0.0,0.0,7.5,5.666666666666667,595
False,7.5,5.0,read,0,67,86,12,False,False,False,7,0,0,9,17,7,23,1,9,0,10,0,3,0,0,0.0,0.0,0.0,0.0,0,0,4,14,6,18,0,7,0,9,0,3,0,0,0.0,0.0,0.0,7.5,5.0,1197
False,7.5,11.666666666666666,read,0,1382,1801,162,True,False,False,57,1,1,0,12,0,23,59,177,137,391,213,441,124,217,0.0,0.0,0.0,0.0,1,1,0,11,0,21,30,142,70,322,123,392,80,177,0.0,0.0,0.0,7.5,11.666666666666666,1247
False,7.5,8.5,read,0,640,740,87,True,False,False,34,0,1,0,63,14,167,19,176,60,161,19,50,1,1,0.0,0.0,0.0,0.0,0,1,0,62,10,157,13,167,30,137,12,39,0,1,0.0,0.0,0.0,7.5,8.5,479
False,7.5,8.0,read,0,1275,1532,161,True,False,False,48,0,0,1,0,0,125,54,275,91,334,83,374,40,160,0.0,0.0,0.0,0.0,0,0,1,0,0,107,21,239,42,280,57,333,35,150,0.0,0.0,0.0,7.5,8.0,854
True,7.5,11.5,read,0,1304,1704,150,True,True,False,64,0,0,0,0,0,126,66,282,97,393,120,378,71,159,0.0,0.0,0.0,0.0,0,0,0,0,0,102,27,225,46,315,79,331,41,127,0.0,0.0,0.0,7.5,11.5,1530
False,7.5,11.5,read,0,739,945,103,True,False,False,35,0,1,0,0,0,0,17,18,48,193,91,337,60,180,0.0,0.0,0.0,0.0,0,1,0,0,0,0,5,11,16,159,52,301,34,153,0.0,0.0,0.0,7.5,11.5,817
False,7.5,2.5,listen,0,100,125,33,False,False,False,8,0,0,1,23,2,10,2,26,0,11,1,31,2,13,0.0,0.0,0.0,0.0,0,0,1,22,0,6,1,20,0,8,0,27,0,12,0.0,0.0,0.0,7.5,2.5,191
False,3.5,5.0,listen,0,397,437,64,False,False,False,19,0,0,0,43,8,103,20,117,6,85,2,35,0,13,0.0,0.0,0.0,0.0,0,0,0,40,4,94,14,107,5,78,2,35,0,12,0.0,0.0,0.0,3.5,5.0,726
False,7.5,2.5,listen,0,532,680,94,False,False,False,24,9,16,48,154,47,172,19,111,4,18,5,46,4,18,0.0,0.0,0.0,0.0,4,11,23,128,26,139,11,103,2,15,3,43,2,14,0.0,0.0,0.0,7.5,2.5,912
False,3.5,2.5,listen,0,449,576,69,False,False,False,24,18,25,44,141,40,149,23,107,2,14,0,5,0,0,0.0,0.0,0.0,0.0,5,17,23,124,19,132,13,95,0,10,0,4,0,0,0.0,0.0,0.0,3.5,2.5,1972
False,,5.0,listen,0,925,1173,148,False,False,False,44,0,0,0,74,28,192,62,262,83,203,48,128,30,60,0.0,0.0,0.0,0.0,0,0,0,67,17,170,41,222,43,167,24,103,16,48,0.0,0.0,0.0,,5.0,645
False,3.5,9.0,listen,0,1256,1581,217,False,False,False,40,0,0,0,0,34,39,88,196,86,355,117,380,66,217,0.0,0.0,0.0,0.0,0,0,0,0,14,32,37,162,46,299,89,327,51,193,0.0,0.0,0.0,3.5,9.0,1434
False,7.5,3.5,listen,0,327,557,87,False,False,False,17,6,5,23,59,45,65,72,142,38,80,1,6,0,2,0.0,0.0,0.0,0.0,1,5,7,35,12,49,37,101,17,47,1,5,0,0,0.0,0.0,0.0,7.5,3.5,275
False,7.5,8.5,listen,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,8.5,1952
False,7.5,11.0,listen,0,638,816,116,False,False,False,25,0,0,0,0,6,10,7,49,55,134,96,246,55,149,0.0,0.0,0.0,0.0,0,0,0,0,6,8,6,44,29,106,49,215,36,130,0.0,0.0,0.0,7.5,11.0,497
False,7.5,11.0,listen,0,554,681,96,False,False,False,29,0,0,0,0,21,20,33,111,10,115,27,193,22,124,0.0,0.0,0.0,0.0,0,0,0,0,7,15,14,76,4,99,20,176,20,117,0.0,0.0,0.0,7.5,11.0,29
False,3.5,9.0,listen,0,706,813,117,False,False,False,37,0,0,0,1,6,25,15,88,20,186,44,254,20,133,0.0,0.0,0.0,0.0,0,0,0,0,4,14,10,76,11,171,28,237,16,124,0.0,0.0,0.0,3.5,9.0,1266
False,3.5,9.0,listen,0,602,677,102,False,False,False,22,0,0,0,0,5,23,10,74,14,165,22,208,14,122,0.0,0.0,0.0,0.0,0,0,0,0,4,19,5,68,6,148,17,195,12,114,0.0,0.0,0.0,3.5,9.0,1905
False,7.5,9.0,listen,0,718,887,116,False,False,False,27,0,1,0,0,0,0,14,54,61,213,81,270,33,149,0.0,0.0,0.0,0.0,0,1,0,0,0,0,7,47,33,173,49,242,22,136,0.0,0.0,0.0,7.5,9.0,1482
False,3.5,7.0,listen,0,739,937,115,False,False,False,28,0,0,11,23,22,94,15,189,56,243,52,188,7,23,0.0,0.0,0.0,0.0,0,0,5,18,10,83,6,159,26,207,32,156,5,19,0.0,0.0,0.0,3.5,7.0,1500
False,7.5,7.0,listen,0,570,712,99,False,False,False,31,0,0,0,0,22,62,56,167,37,178,18,133,5,25,0.0,0.0,0.0,0.0,0,0,0,0,8,55,20,134,18,165,13,123,2,25,0.0,0.0,0.0,7.5,7.0,996
False,3.5,6.0,listen,0,3313,4780,523,False,False,False,86,55,37,163,319,340,557,544,791,439,812,224,445,20,22,0.0,0.0,0.0,0.0,16,24,83,221,206,419,321,578,266,626,164,344,16,14,0.0,0.0,0.0,3.5,6.0,1233
False,7.5,8.5,read,0,1583,2028,186,True,False,False,72,0,0,0,0,2,1,3,134,172,451,286,570,131,278,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,113,83,381,159,506,85,247,0.0,0.0,0.0,7.5,8.5,1191
False,7.5,13.5,read,0,1723,2449,211,True,False,False,61,0,1,0,0,0,0,1,150,105,431,372,595,311,414,3.0,38.0,1.0,26.0,0,0,0,0,0,0,1,117,49,327,196,468,172,331,3.0,24.0,1.0,7.5,13.5,1165
False,7.5,11.5,read,0,462,601,75,True,False,False,20,0,0,0,7,1,8,4,7,10,13,62,201,86,205,0.0,0.0,0.0,0.0,0,0,0,6,0,7,0,7,5,10,27,171,39,182,0.0,0.0,0.0,7.5,11.5,82
False,7.5,11.0,listen,0,626,777,115,False,False,False,36,0,0,0,0,0,4,4,48,34,124,73,269,43,171,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,42,14,112,33,240,27,149,0.0,0.0,0.0,7.5,11.0,391
False,7.5,5.0,listen,0,1414,2087,259,False,False,False,56,13,11,75,174,126,327,247,454,141,348,35,113,4,6,0.0,0.0,0.0,0.0,5,4,26,122,55,238,135,339,81,283,24,88,3,4,0.0,0.0,0.0,7.5,5.0,1738
False,12.5,9.0,listen,0,897,1101,168,False,False,False,35,0,0,0,10,10,15,16,94,37,259,81,328,55,186,0.0,0.0,0.0,0.0,0,0,0,8,2,12,6,77,27,223,50,282,38,163,0.0,0.0,0.0,12.5,9.0,1567
False,7.5,6.5,listen,0,3347,4823,557,False,False,False,104,44,50,193,315,270,438,295,595,284,659,378,637,271,389,0.0,0.0,0.0,0.0,25,25,106,210,153,300,144,429,178,501,260,511,177,316,0.0,0.0,0.0,7.5,6.5,1912
False,12.5,7.25,listen,0,771,973,128,False,False,False,41,0,0,0,22,27,95,29,183,38,215,51,199,23,80,0.0,0.0,0.0,0.0,0,0,0,15,7,81,11,155,20,185,27,178,17,65,0.0,0.0,0.0,12.5,7.25,1474
False,12.5,7.0,listen,0,3942,6620,743,False,False,False,149,40,16,101,117,155,304,408,822,960,1140,945,918,332,326,0.0,0.0,0.0,0.0,12,2,39,60,60,175,197,499,554,726,529,651,179,233,0.0,0.0,0.0,12.5,7.0,1454
False,3.5,7.0,listen,0,685,823,114,False,False,False,33,0,0,0,15,8,89,20,181,36,189,31,178,15,45,0.0,0.0,0.0,0.0,0,0,0,12,3,75,12,155,18,173,21,158,9,40,0.0,0.0,0.0,3.5,7.0,319
False,3.5,9.0,listen,0,1128,1462,181,False,False,False,41,16,12,39,87,56,75,55,163,44,281,75,327,43,177,0.0,0.0,0.0,0.0,2,7,15,66,21,48,22,124,28,238,53,297,35,163,0.0,0.0,0.0,3.5,9.0,531
False,,7.0,listen,0,1121,1492,182,False,False,False,48,0,0,0,0,35,90,98,270,153,325,116,276,27,80,0.0,0.0,0.0,0.0,0,0,0,0,13,80,40,226,89,274,64,230,20,67,0.0,0.0,0.0,,7.0,1789
False,7.5,9.5,listen,0,1293,1871,234,False,False,False,53,0,0,0,0,0,0,55,119,187,406,207,441,147,294,0.0,0.0,0.0,0.0,0,0,0,0,0,0,24,73,89,314,117,348,92,223,0.0,0.0,0.0,7.5,9.5,938
False,12.5,7.25,listen,0,1205,1531,185,False,False,False,49,0,0,0,24,32,141,59,266,103,307,116,301,58,111,0.0,0.0,0.0,0.0,0,0,0,21,14,112,37,226,62,267,68,260,38,88,0.0,0.0,0.0,12.5,7.25,1490
False,3.5,6.5,listen,0,2167,2770,302,False,False,False,66,14,28,73,206,95,275,117,386,157,435,151,451,107,266,0.0,0.0,0.0,0.0,9,18,44,171,57,230,75,306,86,357,102,386,83,235,0.0,0.0,0.0,3.5,6.5,277
False,3.5,9.0,listen,0,1168,1445,174,False,False,False,45,0,0,0,0,0,76,31,228,76,311,102,342,69,205,0.0,0.0,0.0,0.0,0,0,0,0,0,67,14,191,46,261,63,293,47,182,0.0,0.0,0.0,3.5,9.0,1218
False,3.5,9.0,listen,0,698,830,119,False,False,False,34,0,0,0,0,0,0,0,41,29,180,73,290,45,170,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,36,17,159,51,252,29,148,0.0,0.0,0.0,3.5,9.0,1172
False,7.5,9.5,listen,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,9.5,67
False,7.5,11.0,listen,0,1161,1607,205,False,False,False,51,16,9,49,104,49,89,39,110,46,192,108,404,99,276,0.0,0.0,0.0,0.0,4,5,18,77,25,57,13,82,18,162,64,319,71,232,0.0,0.0,0.0,7.5,11.0,663
False,3.5,7.0,listen,0,730,917,125,False,False,False,35,0,0,0,0,18,78,42,195,64,228,34,190,13,42,0.0,0.0,0.0,0.0,0,0,0,0,8,68,19,161,34,200,19,168,7,36,0.0,0.0,0.0,3.5,7.0,1524
False,3.5,11.0,listen,0,1422,1952,246,False,False,False,64,0,1,33,47,49,50,65,80,63,247,229,516,198,355,0.0,0.0,0.0,0.0,0,0,13,25,17,28,32,54,37,188,147,418,144,302,0.0,0.0,0.0,3.5,11.0,948
False,7.5,9.0,listen,0,761,947,127,False,False,False,29,0,0,0,0,0,8,19,94,48,204,63,275,51,179,0.0,0.0,0.0,0.0,0,0,0,0,0,7,6,78,23,182,36,246,31,147,0.0,0.0,0.0,7.5,9.0,704
False,7.5,9.0,listen,0,0,0,0,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,7.5,9.0,1047
False,12.5,7.0,listen,0,863,1198,154,False,False,False,37,37,7,55,89,54,112,66,243,53,259,27,171,2,10,0.0,0.0,0.0,0.0,12,5,18,60,22,89,27,199,25,215,20,148,2,9,0.0,0.0,0.0,12.5,7.0,263
False,3.5,7.0,listen,0,1407,1820,212,False,False,False,55,0,0,0,0,0,90,62,306,196,441,160,352,69,127,0.0,0.0,0.0,0.0,0,0,0,0,0,76,30,247,115,375,115,288,41,106,0.0,0.0,0.0,3.5,7.0,367
False,3.5,5.0,listen,0,1185,1656,187,True,False,False,46,11,7,11,170,117,304,212,439,60,239,21,52,1,5,0.0,0.0,0.0,0.0,3,5,7,129,49,250,97,342,29,202,11,44,1,4,0.0,0.0,0.0,3.5,5.0,1372
False,3.5,5.0,listen,0,1934,2826,316,False,False,False,55,0,2,28,211,213,433,423,669,151,370,69,149,26,72,0.0,0.0,0.0,0.0,0,1,8,159,97,334,198,498,90,297,37,129,12,57,0.0,0.0,0.0,3.5,5.0,880
False,7.5,9.5,listen,0,879,1050,147,False,False,False,35,0,0,0,0,0,0,36,80,59,260,87,294,43,185,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20,66,37,225,62,262,34,166,0.0,0.0,0.0,7.5,9.5,775
False,7.5,4.5,listen,0,2204,3021,327,False,False,False,59,56,50,191,297,227,384,171,465,178,529,99,338,10,16,0.0,0.0,0.0,0.0,27,28,113,218,133,298,98,371,118,428,76,268,7,13,0.0,0.0,0.0,7.5,4.5,1774
False,7.5,8.0,listen,0,2078,2694,308,False,False,False,69,0,0,0,100,48,276,144,415,146,471,173,486,136,291,0.0,0.0,0.0,0.0,0,0,0,77,27,219,80,320,80,382,134,405,91,251,0.0,0.0,0.0,7.5,8.0,1008
False,7.5,8.0,listen,0,4501,6505,657,False,False,False,116,1,2,0,182,196,501,497,758,573,883,802,904,646,544,0.0,0.0,0.0,0.0,0,0,0,121,115,357,281,547,341,670,530,685,411,422,0.0,0.0,0.0,7.5,8.0,686
False,7.5,8.4,listen,0,1609,2058,224,False,False,False,65,0,1,0,76,0,201,44,279,134,378,158,415,104,254,0.0,0.0,0.0,0.0,0,1,0,66,0,165,16,230,70,320,98,352,66,213,0.0,0.0,0.0,7.5,8.4,383
False,7.5,3.0,listen,0,1077,1545,187,False,False,False,32,41,40,137,237,161,293,153,298,57,117,2,4,1,1,0.0,0.0,0.0,0.0,15,27,78,175,101,245,74,233,36,84,2,4,0,0,0.0,0.0,0.0,7.5,3.0,713
False,7.5,4.0,listen,0,1262,1852,207,False,False,False,36,0,30,94,228,207,328,203,418,89,238,4,5,0,1,0.0,0.0,0.0,0.0,0,18,48,171,108,249,98,314,53,189,2,5,0,1,0.0,0.0,0.0,7.5,4.0,1684
True,3.5,9.0,listen,0,2169,3030,344,False,True,False,87,0,1,0,15,35,48,76,220,218,593,418,708,279,395,0.0,0.0,0.0,0.0,0,1,0,8,12,24,32,149,125,463,270,568,177,321,0.0,0.0,0.0,3.5,9.0,666
False,7.5,2.5,read,0,679,909,67,True,False,False,35,29,38,65,187,202,219,23,125,2,10,0,1,0,3,0.0,0.0,0.0,0.0,13,32,39,170,97,181,13,116,0,8,0,1,0,3,0.0,0.0,0.0,7.5,2.5,557
